q01	d259:0.1075,d085:0.0859,d186:0.0748,d016:0.0700,d254:0.0669,d170:0.0651,d154:0.0535,d153:0.0506,d008:0.0476,d209:0.0451,d296:0.0446,d163:0.0441,d215:0.0431,d089:0.0377,d060:0.0332,d100:0.0313,d185:0.0312,d094:0.0310,d006:0.0291,d004:0.0285,d315:0.0284,d243:0.0278,d179:0.0252,d099:0.0243,d145:0.0238,d039:0.0237,d162:0.0229,d312:0.0210,d059:0.0205,d065:0.0203,d299:0.0189,d077:0.0188,d329:0.0187,d273:0.0186,d082:0.0182,d028:0.0179,d311:0.0173,d317:0.0170,d212:0.0170,d195:0.0165,d284:0.0163,d130:0.0163,d265:0.0162,d152:0.0159,d255:0.0159,d281:0.0154,d136:0.0154,d074:0.0153,d164:0.0153,d032:0.0152,d184:0.0148,d172:0.0146,d275:0.0145,d123:0.0144,d052:0.0139,d038:0.0138,d316:0.0138,d021:0.0136,d024:0.0136,d234:0.0129,d229:0.0127,d116:0.0127
q02	d147:0.1276,d149:0.0954,d283:0.0813,d293:0.0692,d291:0.0691,d037:0.0562,d014:0.0526,d002:0.0524,d282:0.0456,d136:0.0397,d052:0.0372,d316:0.0368,d039:0.0362,d294:0.0322,d023:0.0241,d318:0.0232,d143:0.0227,d134:0.0210,d187:0.0203,d107:0.0193,d306:0.0190,d166:0.0190,d103:0.0190,d051:0.0190,d128:0.0181,d296:0.0168,d139:0.0168,d145:0.0167,d150:0.0165,d211:0.0164,d117:0.0158,d287:0.0157,d017:0.0155,d222:0.0153,d106:0.0152,d124:0.0152,d268:0.0150,d142:0.0150,d320:0.0145,d164:0.0143,d252:0.0142,d058:0.0139,d119:0.0135,d090:0.0134,d250:0.0133,d160:0.0132,d290:0.0131,d131:0.0130,d248:0.0130,d137:0.0127,d047:0.0125,d173:0.0124,d185:0.0124,d020:0.0123,d108:0.0122,d234:0.0120,d246:0.0119,d197:0.0118,d227:0.0118,d254:0.0115,d046:0.0111,d237:0.0111,d044:0.0110,d031:0.0106,d210:0.0104,d243:0.0103,d172:0.0102,d018:0.0102,d307:0.0101,d202:0.0096,d068:0.0095,d151:0.0094,d260:0.0094,d083:0.0093,d098:0.0089,d158:0.0089,d121:0.0085,d263:0.0084,d022:0.0084,d144:0.0084,d305:0.0082,d264:0.0082,d042:0.0082,d179:0.0081,d116:0.0080,d021:0.0080,d206:0.0079,d154:0.0078,d239:0.0075,d229:0.0075,d251:0.0073,d082:0.0073,d054:0.0073,d007:0.0070,d122:0.0069,d140:0.0068,d212:0.0068,d308:0.0064,d062:0.0064,d005:0.0064,d242:0.0064,d245:0.0063,d269:0.0060,d215:0.0059,d221:0.0058,d228:0.0058,d180:0.0057,d120:0.0056,d130:0.0056,d262:0.0055,d133:0.0055,d257:0.0055,d064:0.0054,d010:0.0054,d063:0.0054,d204:0.0054,d319:0.0053,d225:0.0053,d322:0.0053,d153:0.0052,d327:0.0052,d323:0.0051,d118:0.0051,d186:0.0050,d200:0.0049,d029:0.0049,d298:0.0048,d324:0.0048,d077:0.0047,d271:0.0047,d218:0.0047,d255:0.0047,d019:0.0044,d129:0.0044,d230:0.0042,d224:0.0041,d040:0.0041,d236:0.0040,d055:0.0040,d043:0.0040,d050:0.0038,d045:0.0037,d105:0.0037,d070:0.0036,d232:0.0036,d219:0.0035,d273:0.0035,d198:0.0034,d001:0.0034,d141:0.0033,d238:0.0033,d300:0.0033,d309:0.0032,d190:0.0032,d233:0.0032,d317:0.0032,d297:0.0031,d284:0.0031,d101:0.0030,d102:0.0030,d226:0.0030,d279:0.0030,d163:0.0030,d277:0.0030,d313:0.0030,d285:0.0030,d161:0.0030,d278:0.0030,d314:0.0029,d061:0.0029,d281:0.0029,d216:0.0029,d004:0.0029,d205:0.0029,d302:0.0028,d079:0.0028,d196:0.0028,d266:0.0027,d191:0.0027,d214:0.0027,d330:0.0026,d027:0.0026,d286:0.0026,d067:0.0026,d249:0.0026,d024:0.0025,d152:0.0025,d244:0.0025,d188:0.0025,d080:0.0025,d304:0.0024,d194:0.0024,d085:0.0024,d328:0.0024,d184:0.0024,d203:0.0023,d162:0.0023,d303:0.0023,d003:0.0023
q03	d283:0.0759,d291:0.0690,d147:0.0603,d318:0.0572,d152:0.0537,d105:0.0493
q04	d270:0.1318,d019:0.1249,d310:0.1055,d049:0.1038,d275:0.0938,d010:0.0880,d289:0.0693,d286:0.0559,d330:0.0464,d100:0.0457,d184:0.0401,d013:0.0166,d130:0.0163,d060:0.0156,d110:0.0154,d314:0.0151,d306:0.0150,d252:0.0149,d205:0.0148,d093:0.0140,d046:0.0134,d111:0.0132,d296:0.0131,d081:0.0130,d196:0.0125,d199:0.0125,d091:0.0124,d208:0.0122,d142:0.0120,d121:0.0119,d300:0.0118,d298:0.0116,d312:0.0113,d246:0.0112,d307:0.0109,d082:0.0109,d075:0.0109,d308:0.0108,d213:0.0107,d133:0.0103,d303:0.0103,d018:0.0098,d230:0.0096,d071:0.0096,d262:0.0096,d005:0.0096,d048:0.0095,d251:0.0095,d292:0.0094,d268:0.0092,d216:0.0092,d114:0.0092,d301:0.0088,d124:0.0087,d117:0.0086,d001:0.0086,d041:0.0085,d030:0.0085,d180:0.0084,d193:0.0084,d327:0.0082,d122:0.0081,d290:0.0080,d043:0.0080,d113:0.0080,d198:0.0078,d264:0.0078,d050:0.0076,d089:0.0076,d160:0.0075,d061:0.0075,d014:0.0074,d279:0.0074,d108:0.0074,d104:0.0073,d271:0.0072,d212:0.0072,d020:0.0070,d248:0.0070,d227:0.0070,d261:0.0069,d163:0.0068,d062:0.0068,d215:0.0067,d253:0.0067,d263:0.0066,d250:0.0066,d088:0.0066,d040:0.0065,d087:0.0065,d186:0.0064,d024:0.0062,d119:0.0061,d131:0.0061,d164:0.0061,d123:0.0061,d226:0.0061,d194:0.0061,d259:0.0058,d073:0.0057,d192:0.0057,d269:0.0057,d125:0.0056,d063:0.0054,d319:0.0053,d280:0.0053,d055:0.0051,d136:0.0049,d029:0.0049,d294:0.0049,d234:0.0049,d265:0.0048,d126:0.0048,d175:0.0048,d162:0.0046,d241:0.0046,d023:0.0045,d221:0.0045,d009:0.0045,d266:0.0043,d238:0.0043,d145:0.0043,d214:0.0043,d189:0.0042,d276:0.0041,d257:0.0041,d021:0.0040,d244:0.0040,d022:0.0040,d304:0.0039,d039:0.0038,d219:0.0036,d052:0.0035,d200:0.0035,d157:0.0035,d210:0.0034,d274:0.0033,d129:0.0031,d197:0.0030,d106:0.0030,d255:0.0030,d006:0.0029,d112:0.0029,d042:0.0029,d181:0.0029,d047:0.0027,d209:0.0027,d202:0.0027,d284:0.0027,d102:0.0026,d242:0.0026,d058:0.0026,d206:0.0025,d143:0.0025,d070:0.0025,d232:0.0025,d220:0.0024,d037:0.0024,d217:0.0024,d191:0.0023,d054:0.0023,d144:0.0023,d225:0.0023,d120:0.0023,d012:0.0023,d059:0.0023,d291:0.0022,d044:0.0022,d249:0.0022,d207:0.0022,d092:0.0022,d278:0.0020,d235:0.0020,d147:0.0020,d032:0.0020,d302:0.0019,d079:0.0019,d151:0.0019,d098:0.0018,d027:0.0018,d174:0.0016,d066:0.0016,d295:0.0015,d237:0.0015,d007:0.0015,d095:0.0015,d051:0.0015,d028:0.0015,d211:0.0014,d008:0.0014,d065:0.0014,d166:0.0014,d031:0.0014,d247:0.0013,d146:0.0013,d156:0.0013,d287:0.0013,d099:0.0012,d004:0.0012,d231:0.0012,d260:0.0012,d076:0.0012,d254:0.0012,d115:0.0012,d195:0.0011,d169:0.0011,d038:0.0011,d168:0.0011,d183:0.0011,d080:0.0011,d015:0.0011,d085:0.0010,d258:0.0010,d229:0.0010,d118:0.0010,d256:0.0010,d203:0.0010,d283:0.0010,d003:0.0010,d324:0.0010,d293:0.0010,d316:0.0010,d179:0.0009,d177:0.0009
q06	d329:0.2355,d297:0.2253,d026:0.1536,d029:0.1166,d025:0.1103,d257:0.1026,d233:0.0910,d069:0.0637,d186:0.0450,d077:0.0428,d303:0.0423,d004:0.0409,d302:0.0401,d012:0.0371,d166:0.0321,d154:0.0318,d023:0.0290,d211:0.0286,d139:0.0286,d215:0.0258,d225:0.0231,d021:0.0222,d265:0.0209,d208:0.0201,d060:0.0197,d231:0.0192,d245:0.0174,d236:0.0173,d070:0.0159,d192:0.0157,d003:0.0156,d110:0.0156,d237:0.0153,d220:0.0152,d081:0.0151,d134:0.0151,d319:0.0147,d270:0.0142,d170:0.0142,d044:0.0141,d104:0.0140,d212:0.0138,d209:0.0135,d128:0.0135,d247:0.0134,d202:0.0133,d163:0.0131,d034:0.0130,d061:0.0126,d205:0.0124,d079:0.0122,d129:0.0120,d018:0.0119,d041:0.0116,d098:0.0115,d193:0.0114,d087:0.0112,d262:0.0112,d046:0.0110,d305:0.0106,d234:0.0105,d039:0.0104,d116:0.0103,d033:0.0103,d052:0.0096,d251:0.0094,d199:0.0093,d294:0.0086
q07	d146:0.1206,d004:0.1097,d034:0.0885,d289:0.0709,d123:0.0479,d262:0.0476,d098:0.0470,d153:0.0443,d042:0.0438,d155:0.0431,d211:0.0426,d117:0.0413,d149:0.0407,d151:0.0393,d062:0.0387,d247:0.0379,d287:0.0377,d078:0.0368,d044:0.0363,d113:0.0362,d266:0.0358,d234:0.0349,d284:0.0344,d165:0.0342,d282:0.0337,d253:0.0293,d033:0.0290,d140:0.0285,d240:0.0267,d057:0.0261,d139:0.0259,d011:0.0251,d083:0.0231,d255:0.0231,d074:0.0223,d252:0.0223,d115:0.0206,d087:0.0200,d137:0.0199,d301:0.0198,d271:0.0197,d293:0.0196,d143:0.0194,d305:0.0188,d071:0.0183,d088:0.0183,d150:0.0180,d200:0.0175,d031:0.0175,d157:0.0169,d163:0.0169,d158:0.0166,d060:0.0160,d129:0.0155,d084:0.0155,d323:0.0135,d263:0.0126,d179:0.0122
q08	d110:0.1498,d251:0.1461,d117:0.1314,d108:0.1109,d005:0.1072,d292:0.0902,d180:0.0849,d106:0.0773,d028:0.0773,d107:0.0758,d246:0.0693,d271:0.0685,d205:0.0640,d235:0.0596,d115:0.0563,d144:0.0507,d269:0.0484,d304:0.0464,d211:0.0453,d121:0.0439,d030:0.0410,d208:0.0403,d125:0.0370,d075:0.0357,d070:0.0346,d091:0.0305,d312:0.0293,d294:0.0276,d130:0.0274,d083:0.0260,d104:0.0240,d019:0.0207,d189:0.0197,d198:0.0119,d043:0.0118,d224:0.0109,d138:0.0096,d192:0.0094,d151:0.0094,d142:0.0092,d062:0.0089,d327:0.0088,d059:0.0088,d044:0.0086,d282:0.0081,d215:0.0081,d221:0.0080,d045:0.0080,d232:0.0079,d226:0.0079,d290:0.0076,d081:0.0075,d037:0.0075,d127:0.0074,d063:0.0073,d122:0.0072,d270:0.0071,d082:0.0071,d196:0.0071,d266:0.0070,d008:0.0068,d155:0.0068,d202:0.0065,d207:0.0065,d113:0.0064,d278:0.0062,d093:0.0062,d126:0.0061,d216:0.0061,d148:0.0061,d210:0.0061,d099:0.0060,d223:0.0058,d040:0.0058,d201:0.0058,d022:0.0058,d213:0.0058,d197:0.0057,d123:0.0057,d080:0.0057,d264:0.0056,d024:0.0055,d133:0.0055,d250:0.0054,d288:0.0054,d089:0.0054,d236:0.0054,d046:0.0053,d274:0.0052,d050:0.0052,d009:0.0051,d118:0.0050,d240:0.0050,d219:0.0049,d095:0.0049,d170:0.0047,d013:0.0047,d035:0.0046,d001:0.0046,d237:0.0045,d301:0.0045,d135:0.0045,d209:0.0044,d131:0.0044,d281:0.0044,d255:0.0043,d096:0.0042,d296:0.0041,d325:0.0041,d320:0.0040,d308:0.0040,d079:0.0040,d200:0.0040,d076:0.0040,d129:0.0040,d073:0.0039,d193:0.0039,d195:0.0038,d286:0.0038,d287:0.0037,d078:0.0036,d015:0.0036,d087:0.0036,d085:0.0034,d039:0.0034,d305:0.0034,d042:0.0033,d038:0.0033,d263:0.0033,d241:0.0033,d182:0.0032,d164:0.0031,d203:0.0030,d316:0.0030,d190:0.0029,d225:0.0008,d034:0.0007,d124:0.0007,d206:0.0007,d064:0.0006,d051:0.0006,d103:0.0006,d074:0.0006,d306:0.0006,d248:0.0006,d261:0.0006,d174:0.0006,d101:0.0006,d149:0.0006,d253:0.0006,d026:0.0006,d260:0.0005,d314:0.0005,d006:0.0005,d069:0.0005,d054:0.0005,d265:0.0005,d319:0.0005,d097:0.0005,d244:0.0005,d291:0.0005,d309:0.0005,d307:0.0005,d111:0.0005,d212:0.0005,d330:0.0005,d147:0.0005,d228:0.0005,d120:0.0005,d168:0.0005,d284:0.0005,d102:0.0005,d053:0.0005,d329:0.0005,d119:0.0005,d160:0.0005,d077:0.0005,d109:0.0005,d217:0.0005,d322:0.0004,d017:0.0004,d153:0.0004,d088:0.0004,d303:0.0004,d233:0.0004,d317:0.0004,d047:0.0004,d194:0.0004,d048:0.0004,d098:0.0004,d165:0.0004,d161:0.0004,d262:0.0004,d218:0.0004,d257:0.0004,d114:0.0004,d283:0.0004,d055:0.0004,d143:0.0004,d060:0.0004,d136:0.0004,d179:0.0004,d267:0.0004,d007:0.0004,d158:0.0004,d220:0.0004,d116:0.0004,d184:0.0004,d268:0.0004,d086:0.0004,d280:0.0004,d275:0.0004,d318:0.0004,d191:0.0004,d254:0.0004,d222:0.0003,d071:0.0003,d052:0.0003,d065:0.0003,d152:0.0003,d140:0.0003,d199:0.0003,d298:0.0003,d279:0.0003,d163:0.0003,d227:0.0003,d313:0.0003,d175:0.0003,d285:0.0003,d242:0.0003,d068:0.0003,d020:0.0003,d302:0.0003,d231:0.0003,d311:0.0003,d049:0.0003,d100:0.0003,d230:0.0003,d094:0.0003,d137:0.0003,d067:0.0003,d276:0.0003,d021:0.0003,d289:0.0003,d323:0.0003,d328:0.0003,d145:0.0002,d229:0.0002,d033:0.0002,d066:0.0002,d003:0.0002,d295:0.0002,d239:0.0002,d293:0.0002,d273:0.0002,d112:0.0002,d181:0.0002,d321:0.0002,d243:0.0002,d300:0.0002,d002:0.0002,d166:0.0002,d029:0.0002,d247:0.0002,d297:0.0002,d072:0.0002,d171:0.0002,d061:0.0002,d023:0.0002,d252:0.0002,d032:0.0002,d272:0.0002,d176:0.0002,d084:0.0002,d172:0.0002,d214:0.0002,d132:0.0002,d169:0.0002,d012:0.0002,d183:0.0002,d234:0.0002,d258:0.0002,d105:0.0002,d162:0.0002,d157:0.0001,d177:0.0001,d139:0.0001
q09	d199:0.1442,d198:0.1406,d177:0.1125,d217:0.1024,d223:0.0948,d220:0.0659,d205:0.0626,d069:0.0294,d299:0.0280,d085:0.0245,d330:0.0241,d211:0.0234,d065:0.0230,d052:0.0225,d186:0.0224,d068:0.0223,d175:0.0217,d273:0.0213,d086:0.0210,d169:0.0206,d312:0.0205,d016:0.0201,d233:0.0195,d073:0.0174,d219:0.0172,d323:0.0171,d116:0.0168,d172:0.0167,d041:0.0163,d071:0.0158,d089:0.0157,d021:0.0156,d202:0.0149,d284:0.0148,d256:0.0143,d162:0.0141,d231:0.0135,d038:0.0125,d087:0.0125,d286:0.0125,d221:0.0113,d259:0.0112,d192:0.0110,d081:0.0107,d240:0.0105,d179:0.0105,d097:0.0102,d170:0.0100,d008:0.0099,d111:0.0099,d122:0.0099,d166:0.0097,d294:0.0096,d029:0.0095,d072:0.0093,d308:0.0092,d078:0.0087,d272:0.0086,d268:0.0083,d100:0.0082,d214:0.0082,d254:0.0082,d115:0.0081,d098:0.0081,d193:0.0080,d257:0.0078,d010:0.0078,d244:0.0078,d055:0.0077,d194:0.0074,d234:0.0074,d328:0.0074,d251:0.0066,d158:0.0066
q10	d231:0.0736,d060:0.0682,d100:0.0644,d036:0.0282,d034:0.0201,d052:0.0179,d030:0.0157,d031:0.0156,d072:0.0152,d215:0.0151,d314:0.0146,d091:0.0146,d233:0.0145,d281:0.0141,d079:0.0140,d068:0.0137,d285:0.0135,d170:0.0129,d092:0.0126,d221:0.0126,d305:0.0118,d069:0.0117,d142:0.0116,d099:0.0114,d295:0.0109,d085:0.0109,d124:0.0109,d235:0.0106,d035:0.0105,d040:0.0103,d042:0.0103,d294:0.0099,d122:0.0099,d212:0.0098,d288:0.0097,d258:0.0095,d076:0.0093,d114:0.0093,d279:0.0092,d282:0.0092,d201:0.0092,d113:0.0090,d246:0.0088,d220:0.0087,d064:0.0086,d217:0.0086,d093:0.0084,d327:0.0082,d059:0.0082,d330:0.0081,d044:0.0081,d117:0.0079,d109:0.0078,d024:0.0078,d244:0.0078,d202:0.0076,d048:0.0075,d308:0.0075,d194:0.0074,d118:0.0073,d020:0.0070,d263:0.0069,d260:0.0069,d254:0.0067,d041:0.0067,d165:0.0065,d012:0.0065,d010:0.0063,d125:0.0062,d026:0.0061,d256:0.0058,d179:0.0054,d177:0.0053,d198:0.0046,d151:0.0040,d077:0.0040,d313:0.0040,d058:0.0034,d154:0.0033,d192:0.0033,d323:0.0032,d329:0.0032,d167:0.0032,d268:0.0031,d159:0.0031,d001:0.0031,d054:0.0031,d057:0.0031,d322:0.0031,d283:0.0030,d071:0.0030,d065:0.0030,d137:0.0030,d021:0.0029,d152:0.0029,d029:0.0028,d216:0.0026,d205:0.0026,d271:0.0025,d325:0.0025,d172:0.0025,d223:0.0025,d018:0.0025,d214:0.0025,d230:0.0024,d132:0.0024,d130:0.0024,d168:0.0023,d009:0.0023,d289:0.0023,d022:0.0023,d015:0.0022,d310:0.0022,d264:0.0022,d328:0.0022,d174:0.0022,d045:0.0022,d280:0.0021,d203:0.0021,d259:0.0021,d066:0.0021,d232:0.0021,d303:0.0021,d110:0.0021,d299:0.0020,d219:0.0020,d237:0.0020,d301:0.0020,d248:0.0020,d273:0.0020,d081:0.0020,d316:0.0020,d095:0.0020,d240:0.0020,d086:0.0020,d063:0.0020,d204:0.0019,d319:0.0019,d312:0.0019,d097:0.0019,d135:0.0019,d141:0.0019,d211:0.0019,d291:0.0019,d014:0.0019,d307:0.0019,d190:0.0019,d209:0.0018,d247:0.0018,d331:0.0018,d101:0.0018,d131:0.0017,d126:0.0017,d171:0.0017,d173:0.0017,d218:0.0017,d255:0.0017,d146:0.0017,d320:0.0017,d061:0.0017,d056:0.0017,d017:0.0017,d023:0.0017,d074:0.0017,d073:0.0016,d129:0.0016,d107:0.0016,d148:0.0016,d250:0.0015,d144:0.0015,d115:0.0015,d193:0.0015,d027:0.0015,d025:0.0015,d262:0.0015,d133:0.0015,d257:0.0015,d249:0.0015,d016:0.0015,d080:0.0015,d046:0.0015,d055:0.0014,d138:0.0014,d185:0.0014,d136:0.0014,d234:0.0014,d039:0.0014,d229:0.0014,d175:0.0014,d241:0.0013,d003:0.0013,d324:0.0013,d293:0.0013,d251:0.0012,d199:0.0012
q12	d277:0.2380,d258:0.1907,d250:0.1143,d239:0.0906,d301:0.0580,d056:0.0579,d132:0.0515,d096:0.0486,d081:0.0448,d012:0.0427,d078:0.0411,d138:0.0408,d015:0.0404,d176:0.0403,d229:0.0313,d034:0.0305,d156:0.0299,d191:0.0275,d182:0.0264,d184:0.0241,d280:0.0238,d295:0.0229,d225:0.0227,d270:0.0221,d011:0.0219,d331:0.0207,d190:0.0207,d297:0.0198,d302:0.0190,d151:0.0188,d060:0.0184,d076:0.0176,d183:0.0172,d236:0.0170,d169:0.0167,d021:0.0164,d143:0.0161,d124:0.0151,d235:0.0150,d150:0.0149,d095:0.0147,d051:0.0146,d035:0.0146,d082:0.0145,d155:0.0142,d243:0.0140,d122:0.0138,d317:0.0136,d247:0.0131,d102:0.0129,d180:0.0121,d129:0.0118,d197:0.0115,d067:0.0109,d010:0.0108,d109:0.0098,d303:0.0097,d003:0.0097,d052:0.0094,d048:0.0094,d316:0.0094,d141:0.0089
